"HTS Number","Indent","Description","Unit of Quantity","General Rate of Duty","Special Rate of Duty","Column 2 Rate of Duty","Quota Quantity","Additional Duties"
"7213.20.00.10","2","Containing by weight 0.1 percent or more of lead","[""kg""]","","","","",""
"7213.20.00.80","2","Other","[""kg""]","","","","",""
"","1","Other:","","","","",,
"7213.91","2","Of circular cross section measuring less than 14 mm in diameter:","","","","","",""
"7213.91.30","3","Not tempered, not treated and not partly manufactured","","Free","","5.5%","",""
"7213.91.30.11","4","Tire cord-quality steel wire rod as defined in statistical note 4 of this chapter","[""kg""]","","","","",""
"7213.91.30.15","4","Of Cold Heading Quality (CHQ) steel, as defined in statistical note 5 to this chapter","[""kg""]","","","","",""
"7213.91.30.20","4","Of welding quality wire rods as defined in statistical note 6 to this chapter","[""kg""]","","","","",""
"7213.91.30.93","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","",,
"7213.91.45.00","4","Containing by weight 0.6 percent or more of carbon","[""kg""]","Free","","5.5%","",""
"7213.91.60.00","4","Other","[""kg""]","Free","","6%","",""
"7213.99.00","2","Other","","Free","","5.5%","",""
"","3","Of circular cross section:","","","","",,
"7213.99.00.30","4","With a diameter of 14 mm or more but less than 19 mm","[""kg""]","","","","",""
"7213.99.00.60","4","With a diameter of 19 mm or more","[""kg""]","","","","",""
"7213.99.00.90","3","Other","[""kg""]","","","","",""
"7214","0","Other bars and rods of iron or nonalloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling:","","","","","",""
"7214.10.00.00","1","Forged","[""kg""]","Free","","20%","",""
"7214.20.00.00","1","Concrete reinforcing bars and rods","[""kg""]","Free","","20%","",""
"7214.30.00","1","Other, of free-cutting steel","","Free","","20%","",""
"7214.30.00.10","2","Containing by weight 0.1 percent or more of lead","[""kg""]","","","","",""
"7214.30.00.80","2","Other","[""kg""]","","","","",""
"","1","Other:","","","","",,
"7214.91.00","2","Of rectangular (other than square) cross-section","","Free","","20%","",""
"","3","Containing by weight less than 0.25 percent of carbon:","","","","",,
"7214.91.00.16","4","With a maximum cross section less than 152 mm","[""kg""]","","","","",""
"7214.91.00.20","4","With a maximum cross section of 152 mm or more","[""kg""]","","","","",""
"7214.91.00.60","3","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7214.91.00.90","3","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"7214.99.00","2","Other","","Free","","20%","",""
"","3","Rounds:","","","","",,
"","4","Containing by weight less than 0.25 percent of carbon:","","","","",,
"7214.99.00.16","5","With a diameter less than 76 mm","[""kg""]","","","","",""
"7214.99.00.21","5","With a diameter of 76 mm or more but not exceeding 152 mm","[""kg""]","","","","",""
"7214.99.00.26","5","With a diameter exceeding 152 mm","[""kg""]","","","","",""
"","4","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon:","","","","",,
"7214.99.00.31","5","With a diameter less than 76 mm","[""kg""]","","","","",""
"7214.99.00.36","5","With a diameter of 76 mm or more but not exceeding 152 mm","[""kg""]","","","","",""
"7214.99.00.40","5","With a diameter exceeding 152 mm","[""kg""]","","","","",""
"7214.99.00.45","4","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","3","Other:","","","","",,
"7214.99.00.60","4","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7214.99.00.75","4","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7214.99.00.90","4","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"7215","0","Other bars and rods of iron or nonalloy steel:","","","","","",""
"7215.10.00","1","Of free-cutting steel, not further worked than cold-formed or cold-finished","","Free","","0.3¢/kg + 20%","",""
"7215.10.00.10","2","Containing by weight 0.1 percent or more of lead","[""kg""]","","","","",""
"7215.10.00.80","2","Other","[""kg""]","","","","",""
"7215.50.00","1","Other, not further worked than cold-formed or cold-finished","","Free","","0.3¢/kg + 20%","",""
"","2","Containing by weight less than 0.25 percent of carbon:","","","","",,
"7215.50.00.16","3","With a diameter or cross section measuring less than 76 mm","[""kg""]","","","","",""
"7215.50.00.18","3","With a diameter or cross section measuring 76 mm or more but not exceeding 228 mm","[""kg""]","","","","",""
"7215.50.00.20","3","With a diameter or cross section exceeding 228 mm","[""kg""]","","","","",""
"","2","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon:","","","","",,
"7215.50.00.61","3","With a diameter or cross section measuring less than 76 mm","[""kg""]","","","","",""
"7215.50.00.63","3","With a diameter or cross section measuring 76 mm or more but not exceeding 228 mm","[""kg""]","","","","",""
"7215.50.00.65","3","With a diameter or cross section exceeding 228 mm","[""kg""]","","","","",""
"7215.50.00.90","2","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"7215.90","1","Other:","","","","","",""
"","2","Plated or coated with metal:","","","","",,
"7215.90.10.00","3","Not cold-formed","[""kg""]","Free","","0.4¢/kg + 20%","",""
"7215.90.30.00","3","Cold-formed","[""kg""]","Free","","0.3¢/kg + 20%","",""
"7215.90.50.00","2","Other","[""kg""]","Free","","0.3¢/kg + 20%","",""
"7216","0","Angles, shapes and sections of iron or nonalloy steel:","","","","","",""
"7216.10.00","1","U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than <il>80 mm</il>","","Free","","2%","",""
"7216.10.00.10","2","U sections","[""kg""]","","","","",""
"7216.10.00.50","2","Other","[""kg""]","","","","",""
"","1","L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than <il>80 mm</il>:","","","","",,
"7216.21.00.00","2","L sections","[""kg""]","Free","","2%","",""
"7216.22.00.00","2","T sections","[""kg""]","Free","","2%","",""
"","1","U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of <il>80 mm</il> or more:","","","","",,
"7216.31.00.00","2","U sections","[""kg""]","Free","","2%","",""
"7216.32.00.00","2","I sections (standard beams)","[""kg""]","Free","","2%","",""
"7216.33.00","2","H sections","","Free","","2%","",""
"7216.33.00.30","3","Weighing not more than 11.3 kg per 30.5 cm, with a web depth measuring 102 mm to 356 mm","[""kg""]","","","","",""
"7216.33.00.60","3","Weighing more than 11.3 kg but not more than 27.2 kg per 30.5 cm, with a web depth measuring 203 mm to 457 mm","[""kg""]","","","","",""
"7216.33.00.90","3","Other","[""kg""]","","","","",""
"7216.40.00","1","L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of <il>80 mm</il> or more","","Free","","2%","",""
"7216.40.00.10","2","L sections","[""kg""]","","","","",""
"7216.40.00.50","2","Other","[""kg""]","","","","",""
"7216.50.00.00","1","Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded","[""kg""]","Free","","2%","",""
"","1","Angles, shapes and sections, not further worked than cold-formed or cold-finished:","","","","",,
"7216.61.00.00","2","Obtained from flat-rolled products","[""kg""]","Free","","20%","",""
"7216.69.00.00","2","Other","[""kg""]","Free","","20%","",""
"","1","Other:","","","","",,
"7216.91.00","2","Cold-formed or cold-finished from flat-rolled products","","Free","","20%","",""
"7216.91.00.10","3","Drilled, notched, punched or cambered","[""kg""]","","","","",""
"7216.91.00.90","3","Other","[""kg""]","","","","",""
"7216.99.00","2","Other","","Free","","20%","",""
"7216.99.00.10","3","Drilled, notched, punched or cambered","[""kg""]","","","","",""
"7216.99.00.90","3","Other","[""kg""]","","","","",""
"7217","0","Wire of iron or nonalloy steel:","","","","","",""
"7217.10","1","Not plated or coated, whether or not polished:","","","","","",""
"","2","Containing by weight less than 0.25 percent of carbon:","","","","",,
"","3","Flat wire:","","","","",,
"7217.10.10.00","4","Of a thickness not exceeding 0.25 mm","[""kg""]","Free","","25%","",""
"7217.10.20.00","4","Of a thickness exceeding 0.25 mm but not exceeding 1.25 mm","[""kg""]","Free","","25%","",""
"7217.10.30.00","4","Of a thickness exceeding 1.25 mm","[""kg""]","Free","","25%","",""
"","3","Round wire:","","","","",,
"7217.10.40","4","With a diameter of less than 1.5 mm","","Free","","25%","",""
"","5","Heat treated:","","","","",,
"7217.10.40.40","6","In coils weighing not more than 2 kilograms","[""kg""]","","","","",""
"7217.10.40.45","6","Other","[""kg""]","","","","",""
"7217.10.40.90","5","Other","[""kg""]","","","","",""
"7217.10.50","4","With a diameter of 1.5 mm or more","","Free","","7%","",""
"7217.10.50.30","5","Heat treated","[""kg""]","","","","",""
"7217.10.50.90","5","Other","[""kg""]","","","","",""
"7217.10.60.00","3","Other wire","[""kg""]","Free","","25%","",""
"","2","Other:","","","","",,
"7217.10.70.00","3","Flat wire","[""kg""]","Free","","25%","",""
"7217.10.80","3","Round wire","","Free","","25%","",""
"","4","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon:","","","","",,
"7217.10.80.10","5","Heat treated","[""kg""]","","","","",""
"7217.10.80.20","5","Other","[""kg""]","","","","",""
"","4","Containing by weight 0.6 percent or more of carbon:","","","","",,
"","5","Heat treated:","","","","",,
"7217.10.80.25","6","With a diameter of less than 1.0 mm","[""kg""]","","","","",""
"7217.10.80.30","6","With a diameter of 1.0 mm or more but less than 1.5 mm","[""kg""]","","","","",""
"7217.10.80.45","6","With a diameter of 1.5 mm or more","[""kg""]","","","","",""
"","5","Other:","","","","",,
"7217.10.80.60","6","With a diameter of less than 1.0 mm","[""kg""]","","","","",""
"7217.10.80.75","6","With a diameter of 1.0 mm or more but less than 1.5 mm","[""kg""]","","","","",""
"7217.10.80.90","6","With a diameter of 1.5 mm or more","[""kg""]","","","","",""
"7217.10.90.00","3","Other wire","[""kg""]","Free","","25%","",""
"7217.20","1","Plated or coated with zinc:","","","","","",""
"7217.20.15.00","2","Flat wire","[""kg""]","Free","","26%","",""
"","2","Round wire:","","","","",,
"7217.20.30.00","3","With a diameter of 1.5 mm or more and containing by weight less than 0.25 percent of carbon","[""kg""]","Free","","7%","",""
"7217.20.45","3","Other","","Free","","25%","",""
"","4","With a diameter of less than 1.0 mm:","","","","",,
"7217.20.45.10","5","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.20.45.20","5","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.20.45.30","5","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","4","With a diameter of 1.0 mm or more but less than 1.5 mm:","","","","",,
"7217.20.45.40","5","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.20.45.50","5","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.20.45.60","5","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","4","With a diameter of 1.5 mm or more:","","","","",,
"7217.20.45.70","5","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.20.45.80","5","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","2","Other:","","","","",,
"7217.20.60.00","3","Containing by weight less than 0.25 percent of carbon","[""kg""]","Free","","25%","",""
"7217.20.75.00","3","Other","[""kg""]","Free","","26%","",""
"7217.30","1","Plated or coated with other base metals:","","","","","",""
"7217.30.15","2","Flat wire","","Free","","26%","",""
"7217.30.15.30","3","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"7217.30.15.60","3","Other","[""kg""]","","","","",""
"","2","Round wire:","","","","",,
"7217.30.30.00","3","With a diameter of 1.5 mm or more and containing by weight less than 0.25 percent of carbon","[""kg""]","Free","","7%","",""
"7217.30.45","3","Other","","Free","","25%","",""
"7217.30.45.04","4","Containing by weight less than 0.20 percent of carbon, and suitable for electric arc welding","[""kg""]","","","","",""
"","4","Other:","","","","",,
"","5","With a diameter of less than 1.0 mm:","","","","",,
"7217.30.45.11","6","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.30.45.20","6","Containing by weight 0.25 percent or more but less than 0.6 percent or carbon","[""kg""]","","","","",""
"7217.30.45.30","6","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","5","With a diameter of 1.0 mm or more but less than 1.5 mm:","","","","",,
"7217.30.45.41","6","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.30.45.50","6","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.30.45.60","6","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"7217.30.45.90","5","With a diameter of 1.5 mm or more","[""kg""]","","","","",""
"","2","Other:","","","","",,
"7217.30.60.00","3","Containing by weight less than 0.25 percent of carbon","[""kg""]","Free","","25%","",""
"7217.30.75.00","3","Other","[""kg""]","Free","","26%","",""
"7217.90","1","Other:","","","","","",""
"7217.90.10.00","2","Coated with plastics","[""kg""]","Free","","2%","",""
"7217.90.50","2","Other","","Free","","35%","",""
"7217.90.50.30","3","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.90.50.60","3","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.90.50.90","3","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","1","III. STAINLESS STEEL","","","","",,
"7218","0","Stainless steel in ingots or other primary forms; semi-finished products of stainless steel:","","","","","",""
"7218.10.00.00","1","Ingots and other primary forms","[""kg""]","Free","","29%","",""
"","1","Other:","","","","",,
"7218.91.00","2","Of rectangular (other than square) cross-section","","Free","","29%","",""
"","3","Having a width less than four times the thickness:","","","","",,
"7218.91.00.15","4","Having a cross-sectional area of less than <il>232 cm<sup>2</sup></il>","[""kg""]","","","","",""
"7218.91.00.30","4","Having a cross-sectional area of <il>232 cm<sup>2</sup></il> or more","[""kg""]","","","","",""
"7218.91.00.60","3","Having a width at least four times the thickness","[""kg""]","","","","",""
"7218.99.00","2","Other","","Free","","29%","",""
"","3","Of square cross section:","","","","",,
"7218.99.00.15","4","Having a cross-sectional area of less than <il>232 cm<sup>2</sup></il>","[""kg""]","","","","",""
"7218.99.00.30","4","Having a cross-sectional area of <il>232 cm<sup>2</sup></il> or more","[""kg""]","","","","",""
"","3","Of circular cross section:","","","","",,
"7218.99.00.45","4","Having a cross-sectional area of less than <il>232 cm<sup>2</sup></il>","[""kg""]","","","","",""
"7218.99.00.60","4","Having a cross-sectional area of <il>232 cm<sup>2</sup></il> or more","[""kg""]","","","","",""
"7218.99.00.90","3","Other","[""kg""]","","","","",""
"7219","0","Flat-rolled products of stainless steel, of a width of <il>600 mm</il> or more:","","","","","",""
"","1","Not further worked than hot-rolled, in coils:","","","","",,
"7219.11.00","2","Of a thickness exceeding 10 mm","","Free","","29%","",""
"7219.11.00.30","3","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.11.00.60","3","Of a width exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.12.00","2","Of a thickness of <il>4.75 mm</il> or more but not exceeding 10 mm","","Free","","29%","",""
"7219.12.00.02","3","Not annealed or not pickled","[""kg""]","","","","",""
"","3","Other:","","","","",,
"7219.12.00.06","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"","4","Other:","","","","",,
"","5","Of a width of 1370 mm or more:","","","","",,
"","6","Of a thickness exceeding 6.8 mm:","","","","",,
"7219.12.00.21","7","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.12.00.26","7","Of a width exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"","6","Other:","","","","",,
"7219.12.00.51","7","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.12.00.56","7","Of a width exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"","5","Other:","","","","",,
"","6","Containing more than 0.5 percent by weight of nickel:","","","","",,
"7219.12.00.66","7","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7219.12.00.71","7","Other","[""kg""]","","","","",""
"7219.12.00.81","6","Other","[""kg""]","","","","",""
"7219.13.00","2","Of a thickness of 3 mm or more but less than <il>4.75 mm</il>","","Free","","29%","",""
"7219.13.00.02","3","Not annealed or not pickled","[""kg""]","","","","",""
"","3","Other:","","","","",,
"7219.13.00.31","4","Of a width of 1370 mm or more","[""kg""]","","","","",""
"","4","Other:","","","","",,
"","5","Containing more than 0.5 percent but less than 24 percent by weight of nickel:","","","","",,
"7219.13.00.51","6","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7219.13.00.71","6","Other","[""kg""]","","","","",""
